ADDRESS,STREET_NAME,POSTCODE,SALE_PRICE,HOUSE_TYPE,FREEHOLD/LEASEHOLD,RES_NEW/OLD,SALE_DATE,BEDROOMS,STATIONDIST_MILES
Flat 30 Ingram House, Park Road Hampton Wick,KT1 4BA,450000,Flat, Leasehold, Residential,01-Aug-14,3,0.3
13 Boundary Close, ,KT1 3PE,289950,Flat, Leasehold, Residential,01-Aug-14,,
Flat 35 Garricks House, Wadbrook Street ,KT1 1HS,630000,Flat, Leasehold, Residential,01-Aug-14,2,0.4
Flat 3 Milestone House, Surbiton Road ,KT1 2JB,329950,Flat, Leasehold, Residential,01-Aug-14,,
Flat 13 Springfield Court, Springfield Road ,KT1 2SB,330000,Flat, Leasehold, Residential,01-Aug-14,2,0.6
Flat 15 Osiers Court, Steadfast Road ,KT1 1PL,575000,Flat, Leasehold, Residential,01-Aug-14,2,0.2
The Pavilion 23a, Church Road ,KT1 3DJ,350000,Flat, Leasehold, Residential,01-Aug-14,1,0.4
Flat 15 Avante Court, The Bittoms ,KT1 2AN,408000,Flat, Leasehold, Residential,01-Aug-14,,
Flat 8 Park Court, Park Road Hampton Wick,KT1 4AU,345000,Flat, Leasehold, Residential,01-Aug-14,2,0.2
Flat 7 Milestone House, Surbiton Road ,KT1 2JB,330500,Flat, Leasehold, Residential,01-Aug-14,3,0.7
Flat 17 Athelstan House, Athelstan Road ,KT1 3BE,260000,Flat, Leasehold, Residential,01-Aug-14,2,0.6
Flat 71 Stevens House, Jerome Place ,KT1 1HX,730000,Flat, Leasehold, Residential,01-Jul-14,2,0.3
Flat 1 Seymour Court, Seymour Road ,KT1 4HX,250000,Flat, Leasehold, Residential,01-Jul-14,,
4a Grove Close, ,KT1 2SS,352000,Flat, Leasehold, Residential,01-Jul-14,2,0.7
9 Marquis Court,4 Anglesea Road,KT1 2EN,384000,Flat, Leasehold, Residential,01-Jul-14,,
Flat 24 Avante Court, The Bittoms ,KT1 2AN,450000,Flat, Leasehold, Residential,01-Jul-14,,
3 Beverley Road, ,KT1 4DZ,270000,Flat, Leasehold, Residential,01-Jul-14,,
12 Kingsworthy Close, ,KT1 3ER,195000,Flat, Leasehold, Residential,01-Jul-14,1,0.5
2b Glamorgan Road, ,KT1 4HP,349950,Flat, Leasehold, Residential,01-Jul-14,1,0.2
Flat 6 Arundale, Anglesea Road ,KT1 2EL,499950,Flat, Leasehold, Residential,01-Jul-14,,
Flat 115, Grove Crescent ,KT1 2DD,416550,Flat, Leasehold, Residential,01-Jul-14,,
Flat 3 Roberts Lodge, Portland Road ,KT1 2SN,300000,Flat, Leasehold, Residential,01-Jul-14,1,0.6
Flat 1 Roberts Lodge, Portland Road ,KT1 2SN,300000,Flat, Leasehold, Residential,01-Jul-14,1,0.6
33 Gladstone Road, ,KT1 3HD,245000,Flat, Leasehold, Residential,01-Jul-14,1,0.5
Flat 26 Offers Court, Winery Lane ,KT1 3GQ,250000,Flat, Leasehold, Residential,01-Jul-14,1,0.5
Flat 21 Brackendale,25 Gloucester Road,KT1 3RL,360000,Flat, Leasehold, Residential,01-Jul-14,,
13 Athena Close, ,KT1 3GA,310000,Flat, Leasehold, Residential,01-Jul-14,2,0.5
Flat 2 Ceres Court,29 Fife Road,KT1 1SA,225000,Flat, Leasehold, Residential,01-Jul-14,,
Flat 266, Norbiton Avenue ,KT1 3QP,275000,Flat, Leasehold, Residential,01-Jul-14,,
Flat 47 Avante Court, The Bittoms ,KT1 2AN,325000,Flat, Leasehold, Residential,01-Jul-14,,
Flat 124, Southsea Road ,KT1 2EH,340000,Flat, Leasehold, Residential,01-Jul-14,,
11 Brooklands Court, Surbiton Road ,KT1 2HE,310000,Flat, Leasehold, Residential,01-Jul-14,,
54 Albert Road, ,KT1 3DH,250000,Flat, Leasehold, Residential,01-Jul-14,1,0.4
Flat 3 Cascadia House,152 Cambridge Road,KT1 3LE,299950,Flat, Leasehold, Residential,01-Jul-14,,
Flat 7 The Sidings,1 Station Road,KT1 4HG,342000,Flat, Leasehold, Residential,01-Jun-14,,
10 Penrhyn Gardens, ,KT1 2JE,150000,Flat, Leasehold, Residential,01-Jun-14,,
38 Gladstone Road, ,KT1 3HD,240000,Flat, Leasehold, Residential,01-Jun-14,,
2 Thameside Place,26 Lower Teddington Road,KT1 4HE,600000,Flat, Leasehold, Residential,01-Jun-14,,
12 Holyhead Court, Anglesea Road ,KT1 2ES,330000,Flat, Leasehold, Residential,01-Jun-14,,
42b Orchard Road, ,KT1 2QW,430000,Flat, Leasehold, Residential,01-Jun-14,2,0.4
10 Knights Court, Knights Park ,KT1 2QL,342000,Flat, Freehold, Residential,01-Jun-14,,
1a Homersham Road, ,KT1 3PL,340000,Flat, Leasehold, Residential,01-Jun-14,2,0.1
Flat 3 Douglas Court,17 Geneva Road,KT1 2TP,365000,Flat, Leasehold, Residential,01-Jun-14,,
Flat 612, Springfield Road ,KT1 2SA,437200,Flat, Leasehold, Residential,01-Jun-14,,
1 Thameside Place,26 Lower Teddington Road,KT1 4HE,1200000,Flat, Leasehold, Residential,01-Jun-14,,
Flat 73, Uxbridge Road ,KT1 2LH,177000,Flat, Leasehold, Residential,01-Jun-14,,
Flat 9 Cascadia House,152 Cambridge Road,KT1 3LE,380000,Flat, Leasehold, Residential,01-May-14,,
Flat 1 Anchor House, Lower Teddington Road ,KT1 4EU,250000,Flat, Leasehold, Residential,01-May-14,,
Flat 21 Harston, Burritt Road ,KT1 3HT,130000,Flat, Leasehold, Residential,01-May-14,,
10 Marina Place, Hampton Wick ,KT1 4BH,420000,Flat, Leasehold, Residential,01-May-14,2,0.1
51 Elton Close, ,KT1 4EE,215000,Flat, Leasehold, Residential,01-May-14,1,0.3
Flat 26, Uxbridge Road ,KT1 2LL,250000,Flat, Leasehold, Residential,01-May-14,,
Second Floor Flat49, Fassett Road ,KT1 2TE,311518,Flat, Leasehold, Residential,01-May-14,2,0.6
Flat 13 Ravens House, Wadbrook Street ,KT1 1HR,600000,Flat, Leasehold, Residential,01-May-14,2,0.3
Flat 8 Winterton Court, Lower Teddington Road ,KT1 4HZ,375000,Flat, Leasehold, Residential,01-May-14,,
Flat 8 Offers Court, Winery Lane ,KT1 3GQ,249500,Flat, Leasehold, Residential,01-May-14,1,0.5
Flat 43 Stevens House, Jerome Place ,KT1 1HX,486000,Flat, Leasehold, Residential,01-May-14,2,0.3
Flat 351, Homersham Road ,KT1 3PL,380000,Flat, Leasehold, Residential,01-May-14,,
Flat 7 Stewart House,42 Villiers Road,KT1 3AR,320000,Flat, Leasehold, Residential,01-May-14,,
Flat 717, Uxbridge Road ,KT1 2LH,248500,Flat, Leasehold, Residential,01-May-14,,
52 Elton Close, ,KT1 4EE,350000,Flat, Leasehold, Residential,01-May-14,2,0.3
Flat 20 Tabard House,22 Upper Teddington Road,KT1 4DT,359950,Flat, Leasehold, Residential,01-May-14,,
73 Kingsworthy Close, ,KT1 3ER,248000,Flat, Leasehold, Residential,01-Apr-14,1,0.5
58 Penrhyn Gardens, ,KT1 2EG,235000,Flat, Leasehold, Residential,01-Apr-14,,
1b Kenley Road, ,KT1 3RN,275000,Flat, Leasehold, Residential,01-Apr-14,1,0.2
29 Cedars Road, Hampton Wick ,KT1 4BG,370000,Flat, Leasehold, Residential,01-Apr-14,2,0.3
Flat 95 Garricks House, Wadbrook Street ,KT1 1AZ,580000,Flat, Leasehold, Residential,01-Apr-14,2,0.4
149 Villiers Road, ,KT1 3BD,355500,Flat, Leasehold, Residential,01-Apr-14,2,0.6
Flat 8 Pinkerton Court,3 Lambourn Grove,KT1 3SG,250000,Flat, Leasehold, Residential,01-Apr-14,,
14 Holyhead Court, Anglesea Road ,KT1 2ES,315000,Flat, Leasehold, Residential,01-Apr-14,,
35 Gladstone Road, ,KT1 3HD,230000,Flat, Leasehold, Residential,01-Apr-14,1,0.5
149 Villiers Road, ,KT1 3BD,355500,Flat, Leasehold, Residential,01-Apr-14,2,
Flat 8 Pinkerton Court,3 Lambourn Grove,KT1 3SG,250000,Flat, Leasehold, Residential,01-Apr-14,,
35 Gladstone Road, ,KT1 3HD,230000,Flat, Leasehold, Residential,01-Apr-14,1,
14 Holyhead Court, Anglesea Road ,KT1 2ES,315000,Flat, Leasehold, Residential,01-Apr-14,,
17 Brooklands Court, Surbiton Road ,KT1 2HE,310000,Flat, Leasehold, Residential,01-Apr-14,,
19a Castle Street, ,KT1 1ST,250000,Flat, Freehold, Residential,01-Apr-14,2,0.1
60 Grove Crescent, ,KT1 2DG,372500,Flat, Leasehold, Residential,01-Apr-14,4,0.6
Flat 1 Hilderly House, Winery Lane ,KT1 3GG,222250,Flat, Leasehold, Residential (New Build),01-Apr-14,1,0.5
Flat 110 Garricks House, Wadbrook Street ,KT1 1AZ,800000,Flat, Leasehold, Residential,01-Apr-14,2,0.4
14 Marina Place, Hampton Wick ,KT1 4BH,320000,Flat, Leasehold, Residential,01-Apr-14,,
Flat 37 Park Court, Park Road Hampton Wick,KT1 4AX,295000,Flat, Leasehold, Residential,01-Apr-14,,
20 Elton Close, ,KT1 4EE,260000,Flat, Leasehold, Residential,01-Mar-14,,
Flat 63 Avante Court, The Bittoms ,KT1 2AN,290000,Flat, Leasehold, Residential,01-Mar-14,,
Flat 12 Wight House,5 Portsmouth Road,KT1 2LX,390000,Flat, Leasehold, Residential,01-Mar-14,,
Flat B19, Glamorgan Road ,KT1 4HS,315000,Flat, Leasehold, Residential,01-Mar-14,2,0.3
Flat 519, Uxbridge Road ,KT1 2LH,245000,Flat, Leasehold, Residential,01-Mar-14,,
Flat 4 Duxford, Burritt Road ,KT1 3HP,157500,Flat, Leasehold, Residential,01-Mar-14,,
Flat 68 Avante Court, The Bittoms ,KT1 2AN,699950,Flat, Leasehold, Residential,01-Mar-14,,
41a Grove Lane, ,KT1 2SR,359950,Flat, Leasehold, Residential,01-Mar-14,,
Flat 84 Avante Court, The Bittoms ,KT1 2AN,268000,Flat, Leasehold, Residential,01-Mar-14,,
7 Salamander Quay, ,KT1 4JB,530000,Flat, Leasehold, Residential,01-Mar-14,,
Flat 8 Taggs House, 6 - 9 Market Square,KT1 1HU,355000,Flat, Leasehold, Residential,01-Mar-14,,
1c School Lane, ,KT1 4DF,610000,Flat, Freehold, Residential,01-Mar-14,3,0.1
Flat 2 St. Nicholas Court, Surbiton Road ,KT1 2HT,275000,Flat, Leasehold, Residential,01-Mar-14,2,0.6
Flat 512, Springfield Road ,KT1 2SA,325000,Flat, Leasehold, Residential,01-Mar-14,,
Flat 151, Homersham Road ,KT1 3PL,450000,Flat, Leasehold, Residential,01-Mar-14,,
3 Bittoms Court, ,KT1 2AS,280000,Flat, Leasehold, Residential,01-Mar-14,2,0.5
157 Cambridge Gardens, ,KT1 3NR,186000,Flat, Leasehold, Residential,01-Mar-14,3,0.2
Flat 4 Park Court, Park Road Hampton Wick,KT1 4AU,325000,Flat, Leasehold, Residential,01-Mar-14,,
Flat 19, Grove Crescent ,KT1 2DD,285000,Flat, Leasehold, Residential,01-Feb-14,,
Flat 26 Springfield Court, Springfield Road ,KT1 2SB,277500,Flat, Leasehold, Residential,01-Feb-14,2,0.6
Flat 5 Lyndale House,40 Mill Place,KT1 2RL,295000,Flat, Leasehold, Residential,01-Feb-14,,
Flat 14 York Court, Albany Park Road ,KT2 5ST,550000,Flat, Leasehold, Residential,01-Dec-18,2,0.6
38 Windmill Rise, ,KT2 7TU,350000,Flat, Leasehold, Residential,01-Dec-18,,
Flat 6 Tapping Close,34 Park Road,KT2 6BW,297000,Flat, Leasehold, Residential,01-Dec-18,,
8 John Austin Close, ,KT2 6SU,320000,Flat, Leasehold, Residential,01-Nov-18,1,0.2
Flat 203, Skerne Road ,KT2 5FJ,570000,Flat, Leasehold, Residential,01-Nov-18,,
76 Sigrist Square, ,KT2 6JY,410000,Flat, Leasehold, Residential,01-Nov-18,2,0.2
Flat 20 Admiralty Building,17 Henry Macaulay Avenue,KT2 5FF,750000,Flat, Leasehold, Residential,01-Nov-18,,
Flat 6012, Skerne Road ,KT2 5AD,455000,Flat, Leasehold, Residential,01-Nov-18,,
Flat 12 Beechcroft, Galsworthy Road ,KT2 7BL,300000,Flat, Leasehold, Residential,01-Nov-18,1,0.2
Flat 11 Fairview Court, Galsworthy Road ,KT2 7LE,175000,Flat, Leasehold, Residential,01-Nov-18,1,0.3
Flat 57 Brae Court, Kingston Hill ,KT2 7QH,370000,Flat, Leasehold, Residential,01-Nov-18,2,0.2
Flat 3 Ockley House, Kingsnympton Park ,KT2 7TH,295000,Flat, Leasehold, Residential,01-Nov-18,2,0.7
17 Lancaster Close, ,KT2 5NH,306000,Flat, Leasehold, Residential,01-Nov-18,3,1
3 Biggin Hill Close, ,KT2 5GB,415000,Flat, Leasehold, Residential,01-Nov-18,2,0.9
Flat 39 Queens Court, Liverpool Road ,KT2 7SY,455000,Flat, Leasehold, Residential,01-Nov-18,2,0.5
Flat 23 Cranmer Court, Richmond Road ,KT2 5PY,298000,Flat, Leasehold, Residential,01-Nov-18,2,1.2
14 Lancaster Close, ,KT2 5NH,360000,Flat, Leasehold, Residential,01-Oct-18,2,1
201b Kings Road, ,KT2 5JH,340000,Flat, Leasehold, Residential,01-Oct-18,1,0.6
Flat 12 Ockley House, Kingsnympton Park ,KT2 7TH,360000,Flat, Leasehold, Residential,01-Oct-18,1,0.7
2 Park Gardens, ,KT2 5LT,375000,Flat, Leasehold, Residential,01-Oct-18,2,1
Flat 10 42a, Albany Park Road ,KT2 5SY,387500,Flat, Leasehold, Residential,01-Oct-18,,
45c Kingston Hill, ,KT2 7PS,322500,Flat, Leasehold, Residential,01-Oct-18,,
50a Hardman Road, ,KT2 6RH,375000,Flat, Leasehold, Residential,01-Oct-18,2,0.2
6 Park Gardens, ,KT2 5LT,368000,Flat, Leasehold, Residential,01-Oct-18,2,1
Flat 25 Elizabeth Court, Lower Kings Road ,KT2 5HP,349500,Flat, Leasehold, Residential,01-Oct-18,1,0.3
Flat 40 Norbiton Hall, London Road ,KT2 6RB,420000,Flat, Leasehold, Residential,01-Oct-18,1,0.3
Flat 313, Skerne Road ,KT2 5FJ,375000,Flat, Leasehold, Residential,01-Oct-18,,
Flat 18 Trafalgar Building,15 Henry Macaulay Avenue,KT2 5FE,590000,Flat, Leasehold, Residential,01-Oct-18,,
Flat 229, Kingston Hill ,KT2 7PW,590000,Flat, Leasehold, Residential,01-Oct-18,,
2 Hill Court, Deer Park Close ,KT2 7TN,355000,Flat, Leasehold, Residential,01-Oct-18,,
12 Park Gardens, ,KT2 5LT,375000,Flat, Leasehold, Residential,01-Sep-18,2,1
Flat 529, Alexandra Road ,KT2 6SD,400000,Flat, Leasehold, Residential,01-Sep-18,,
42 Kelvedon Close, ,KT2 5LG,430000,Flat, Leasehold, Residential,01-Sep-18,2,0.7
Flat 11 Rowan Court,6 Queens Road,KT2 7TR,330000,Flat, Leasehold, Residential,01-Sep-18,,
11a Lancaster Gardens, ,KT2 5NQ,386000,Flat, Leasehold, Residential,01-Sep-18,2,1
Flat 3311, Skerne Road ,KT2 5FL,475000,Flat, Leasehold, Residential,01-Sep-18,,
15 Wittering Close, ,KT2 5GA,404000,Flat, Leasehold, Residential,01-Sep-18,2,1
7 Park Close, ,KT2 6DW,348000,Flat, Leasehold, Residential,01-Sep-18,2,0.3
Flat 9 Pirbright House, Kingsnympton Park ,KT2 7TQ,280000,Flat, Leasehold, Residential,01-Sep-18,2,0.7
Flat 45 Admiralty Building,17 Henry Macaulay Avenue,KT2 5FF,380000,Flat, Leasehold, Residential,01-Sep-18,,
4 Woodcote Close, ,KT2 5LZ,310000,Flat, Leasehold, Residential,01-Aug-18,2,1
Flat 5 Clyde House, Samuel Gray Gardens ,KT2 5UZ,565000,Flat, Leasehold, Residential,01-Aug-18,2,0.2
Flat 9 Carisbrooke House, Royal Quarter ,KT2 5BS,142600,Flat, Leasehold, Residential,01-Aug-18,,
Flat 19 Buick House,144 London Road,KT2 6QS,290000,Flat, Leasehold, Residential,01-Aug-18,,
Upper Flat12, Brunswick Road ,KT2 6SA,650000,Flat, Leasehold, Residential,01-Aug-18,,
Flat 12 Riverstone Court, Queen Elizabeth Road ,KT2 6SS,250000,Flat, Leasehold, Residential,01-Aug-18,,
Upper Flat 182a, Elm Road ,KT2 6JB,327500,Flat, Leasehold, Residential,01-Aug-18,,
Flat 3203, Richmond Road ,KT2 5DD,416000,Flat, Leasehold, Residential,01-Aug-18,,
Flat 181 Norbiton Hall, Birkenhead Avenue ,KT2 6RU,350000,Flat, Leasehold, Residential,01-Aug-18,,
Flat 2 Warren Lodge, Warren Road ,KT2 7HY,599950,Flat, Leasehold, Residential,01-Aug-18,2,0.9
Flat 5 Tudor Court, Tudor Road ,KT2 6AT,320000,Flat, Leasehold, Residential,01-Aug-18,2,0.5
Flat 10 Admiralty Building,17 Henry Macaulay Avenue,KT2 5FF,530000,Flat, Leasehold, Residential,01-Jul-18,,
Flat 2140, Cowleaze Road ,KT2 6FE,495000,Flat, Leasehold, Residential (New Build),01-Jul-18,,
13 Wittering Close, ,KT2 5GA,433000,Flat, Leasehold, Residential,01-Jul-18,2,1
23 Wilmer Crescent, ,KT2 5LU,415000,Flat, Leasehold, Residential,01-Jul-18,2,1
Flat 19 Beechcroft, Galsworthy Road ,KT2 7BL,369950,Flat, Leasehold, Residential,01-Jul-18,2,0.2
45 Tithe Barn Close, ,KT2 6RZ,255000,Flat, Leasehold, Residential,01-Jul-18,1,0.3
5c Birkenhead Avenue, ,KT2 6RW,325000,Flat, Leasehold, Residential,01-Jul-18,1,0.3
18 Park Gardens, ,KT2 5LT,360000,Flat, Leasehold, Residential,01-Jul-18,,
Flat 353, Kingston Hill ,KT2 7PS,299950,Flat, Leasehold, Residential,01-Jul-18,,
Flat 21, The Keep ,KT2 5UF,422000,Flat, Leasehold, Residential,01-Jul-18,,
Flat 6812, Skerne Road ,KT2 5AD,475000,Flat, Leasehold, Residential,01-Jul-18,,
Flat 21 Kew Court, Richmond Road ,KT2 5BF,373000,Flat, Leasehold, Residential,01-Jul-18,2,0.2
Flat 11, The Keep ,KT2 5UF,370000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 2 Fernhill Court, Richmond Road ,KT2 5PT,400000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 9 Walton House,173 Richmond Road,KT2 5DT,465000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 81, The Keep ,KT2 5UF,412500,Flat, Leasehold, Residential,01-Jun-18,,
Flat 87 Regents Court, Sopwith Way ,KT2 5AQ,320000,Flat, Leasehold, Residential,01-Jun-18,1,0
2 Park Close, ,KT2 6DW,356000,Flat, Leasehold, Residential,01-Jun-18,2,0.3
Flat 12 Grantham Court,376 Richmond Road,KT2 5LH,385000,Flat, Leasehold, Residential,01-Jun-18,,
53 Sopwith Close, ,KT2 5RN,525000,Flat, Freehold, Residential,01-Jun-18,2,1.1
Flat 2 Parklands Court, Queens Road ,KT2 7SW,340000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 39 Earlsfield House, Royal Quarter ,KT2 5BG,370000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 11 Falmouth House, Royal Quarter ,KT2 5AH,415000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 14177, London Road ,KT2 6PA,265000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 45 Garland House, Royal Quarter ,KT2 5AF,775000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 2440, Cowleaze Road ,KT2 6FE,264000,Flat, Leasehold, Residential (New Build),01-May-18,,
Flat 30 Alexander House, Royal Quarter ,KT2 5BY,338000,Flat, Leasehold, Residential,01-May-18,,
Flat 1540, Cowleaze Road ,KT2 6FE,470000,Flat, Leasehold, Residential (New Build),01-May-18,,
Flat 15 Craigside, Galsworthy Road ,KT2 7BP,365000,Flat, Leasehold, Residential,01-May-18,2,0.3
Flat 41, The Keep ,KT2 5UF,398500,Flat, Leasehold, Residential,01-May-18,,
Flat 5 Buick House,144 London Road,KT2 6QS,347000,Flat, Leasehold, Residential,01-May-18,,
Flat 1 13a, Park Road ,KT2 6BX,320000,Flat, Leasehold, Residential,01-May-18,,
Flat 17 Hawker Court, Queens Road ,KT2 7SE,525000,Flat, Leasehold, Residential,01-May-18,3,0.3
Flat 21 Bramber House, Royal Quarter ,KT2 5BU,419000,Flat, Leasehold, Residential,01-May-18,,
323 Park Road, ,KT2 5LY,364000,Flat, Leasehold, Residential,01-May-18,2,1
Flat 6312, Skerne Road ,KT2 5AD,367500,Flat, Leasehold, Residential,01-May-18,,
Flat 16 Richmond Court,2 Queens Road,KT2 7ST,360000,Flat, Leasehold, Residential,01-May-18,,
Flat 263, Skerne Road ,KT2 5FJ,395000,Flat, Leasehold, Residential,01-May-18,,
Flat 340, Cowleaze Road ,KT2 6FE,256000,Flat, Leasehold, Residential (New Build),01-May-18,,
Flat 15 Liddesdale House East, Galsworthy Road ,KT2 7BS,253000,Flat, Leasehold, Residential,01-May-18,,
Flat 35 Earlsfield House, Royal Quarter ,KT2 5BG,415000,Flat, Leasehold, Residential,01-May-18,,
21a Gordon Road, ,KT2 6BS,315000,Flat, Leasehold, Residential,01-May-18,2,0.3
15 Park Close, ,KT2 6DW,320000,Flat, Leasehold, Residential,01-Apr-18,2,0.3
115a Canbury Park Road, ,KT2 6LH,327000,Flat, Leasehold, Residential,01-Apr-18,1,0.4
Flat 18 Admiralty Building,17 Henry Macaulay Avenue,KT2 5FF,500000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 16 Bramber House, Royal Quarter ,KT2 5BU,322500,Flat, Leasehold, Residential,01-Apr-18,,
Flat 14 Garland House, Royal Quarter ,KT2 5AF,400000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 14 Queens Court, Queens Road ,KT2 7SP,417500,Flat, Leasehold, Residential,01-Apr-18,2,0.5
Flat 71, The Keep ,KT2 5UF,420000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 1440, Cowleaze Road ,KT2 6FE,260000,Flat, Leasehold, Residential (New Build),01-Apr-18,,
Flat 1640, Cowleaze Road ,KT2 6FE,260000,Flat, Leasehold, Residential (New Build),01-Apr-18,,
Flat 2340, Cowleaze Road ,KT2 6FE,264000,Flat, Leasehold, Residential (New Build),01-Apr-18,,
Flat 1840, Cowleaze Road ,KT2 6FE,262000,Flat, Leasehold, Residential (New Build),01-Apr-18,,
Flat 840, Cowleaze Road ,KT2 6FE,258000,Flat, Leasehold, Residential (New Build),01-Apr-18,,
Flat 540, Cowleaze Road ,KT2 6FE,258000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 1240, Cowleaze Road ,KT2 6FE,260000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 1740, Cowleaze Road ,KT2 6FE,262000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 15 Fallow Court,1 Coombe Road,KT2 7AB,375000,Flat, Leasehold, Residential,01-Mar-18,,
Flat 140, Cowleaze Road ,KT2 6FE,256000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 1040, Cowleaze Road ,KT2 6FE,258000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 1940, Cowleaze Road ,KT2 6FE,262000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 12 Fallow Court,1 Coombe Road,KT2 7AB,355000,Flat, Leasehold, Residential,01-Mar-18,,
201a Kings Road, ,KT2 5JH,332500,Flat, Leasehold, Residential,01-Mar-18,1,0.6
Flat 2040, Cowleaze Road ,KT2 6FE,262000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 2640, Cowleaze Road ,KT2 6FE,264000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 240, Cowleaze Road ,KT2 6FE,256000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 1340, Cowleaze Road ,KT2 6FE,260000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 27, Brunswick Road ,KT2 6SB,500000,Flat, Leasehold, Residential,01-Mar-18,,
Flat 640, Cowleaze Road ,KT2 6FE,258000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 1140, Cowleaze Road ,KT2 6FE,260000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 740, Cowleaze Road ,KT2 6FE,258000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 1135, Coombe Road ,KT2 7AY,490000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 14 Kings Penny House, Richmond Road ,KT2 5DZ,448000,Flat, Leasehold, Residential,01-Mar-18,2,0.4
Flat 2240, Cowleaze Road ,KT2 6FE,262000,Flat, Leasehold, Residential (New Build),01-Mar-18,,
Flat 61, The Keep ,KT2 5UF,387960,Flat, Leasehold, Residential,01-Mar-18,,
Flat 25 Rosewood Court, Alexandra Road ,KT2 6SL,395000,Flat, Leasehold, Residential,01-Mar-18,2,0.4
55 Tithe Barn Close, ,KT2 6RZ,265000,Flat, Leasehold, Residential,01-Mar-18,1,0.3
Flat 6 Fallow Court,1 Coombe Road,KT2 7AB,355000,Flat, Leasehold, Residential,01-Mar-18,,
Flat 20 Riverstone Court, Queen Elizabeth Road ,KT2 6SS,190000,Flat, Leasehold, Residential,01-Mar-18,1,0.3
Flat 3 Sandringham Court, Skerne Walk ,KT2 5LQ,465000,Flat, Leasehold, Residential,01-Mar-18,,
Flat 4 Grantham Court,376 Richmond Road,KT2 5LH,379500,Flat, Leasehold, Residential,01-Mar-18,,
18 Wittering Close, ,KT2 5GA,425000,Flat, Leasehold, Residential,01-Mar-18,2,1
Flat 6 Ridge House, Morecoombe Close ,KT2 7JQ,320000,Flat, Leasehold, Residential,01-Mar-18,1,0.6
Flat 93 Regents Court, Sopwith Way ,KT2 5AQ,385000,Flat, Leasehold, Residential,01-Mar-18,1,0
108a Gibbon Road, ,KT2 6AA,459950,Flat, Leasehold, Residential,01-Mar-18,2,0.4
Flat 4112, Skerne Road ,KT2 5AD,325000,Flat, Leasehold, Residential,01-Mar-18,,
Flat 1335, Coombe Road ,KT2 7AY,580000,Flat, Leasehold, Residential (New Build),01-Feb-18,,
Flat 6 Regents Court, Sopwith Way ,KT2 5AG,347500,Flat, Leasehold, Residential,01-Feb-18,1,0
255 Tudor Drive, ,KT2 5PF,340000,Flat, Leasehold, Residential,01-Feb-18,2,1
Flat 17 Dartmouth House, Royal Quarter ,KT2 5BJ,382500,Flat, Leasehold, Residential,01-Feb-18,,
Flat 72 Cumberland House, Kingston Hill ,KT2 7LJ,320000,Flat, Leasehold, Residential,01-Feb-18,,
